A0A023PYK2	TRINITY_DN15377_c0_g2_i3	3.6
A0A023PYK2	TRINITY_DN15377_c0_g2_i4	3.4
A0A096P2H6	TRINITY_DN43628_c0_g1_i1	6.4
A0A0C5PHQ7	TRINITY_DN7515_c0_g1_i2	4.18e-16
A0A0G2JZ79	TRINITY_DN27511_c0_g1_i1	5.44e-95
A0A0G2JZ79	TRINITY_DN9448_c0_g3_i1	0.003
A0A0G2JZ79	TRINITY_DN9448_c0_g3_i1	7.55e-38
A0A0G2JZ79	TRINITY_DN9448_c0_g3_i2	0.003
A0A0G2JZ79	TRINITY_DN9448_c0_g3_i2	7.53e-38
A0A0G2JZ79	TRINITY_DN9448_c0_g3_i3	0.004
A0A0G2JZ79	TRINITY_DN9448_c0_g3_i3	7.76e-38
A0A0G2JZ79	TRINITY_DN9448_c0_g3_i4	0.003
A0A0G2JZ79	TRINITY_DN9448_c0_g3_i4	7.14e-38
A0A0H2VDN9	TRINITY_DN20011_c0_g1_i1	3.8e-07
A0A0H2VDN9	TRINITY_DN20011_c0_g1_i1	4.13e-09
A0A0H2VDN9	TRINITY_DN20011_c0_g1_i1	5.28e-10
A0A0H2VDN9	TRINITY_DN20011_c0_g1_i1	6.34e-11
A0A0H2VDN9	TRINITY_DN20011_c0_g1_i1	8.03e-07
A0A0Y0M151	TRINITY_DN55796_c0_g1_i1	6.45e-18
A0A125S9M6	TRINITY_DN16808_c0_g2_i1	0.2
A0A126GUP6	TRINITY_DN1583_c0_g1_i1	2.03e-46
A0A126GUP6	TRINITY_DN1583_c0_g1_i12	2.02e-46
A0A126GUP6	TRINITY_DN1583_c0_g1_i15	2.03e-46
A0A126GUP6	TRINITY_DN1583_c0_g1_i2	2.02e-46
A0A126GUP6	TRINITY_DN1583_c0_g1_i3	9.95e-47
A0A126GUP6	TRINITY_DN1583_c0_g1_i4	9.88e-47
A0A126GUP6	TRINITY_DN1583_c0_g1_i5	1.46e-46
A0A126GUP6	TRINITY_DN1583_c0_g1_i6	2.02e-46
A0A126GUP6	TRINITY_DN1583_c0_g1_i8	2.02e-46
