target_id,X329774_L2,X329774_L1,X329776_L2,X329776_L1,log2fc,padj,up_ID,acc,evalue
TRINITY_DN30057_c0_g1_i1,1,1,1,1,NA,NA,sp|Q641I1|F135B_XENLA,Q641I1,4.19E-25
TRINITY_DN49483_c0_g1_i1,1,4,1,1,NA,NA,sp|Q6VH22|IF172_MOUSE,Q6VH22,1.09E-41
TRINITY_DN12595_c1_g1_i1,2,5,2,1,-4.293103887,0.023956711,sp|Q29RZ4|ZNF2_BOVIN,Q29RZ4,1.05E-30
TRINITY_DN1443_c0_g1_i9,16,30,2,1,-7.114587425,0.001105189,sp|Q09JZ4|DAAF1_CHLRE,Q09JZ4,2.00E-46
TRINITY_DN21139_c0_g2_i2,1,5,3,1,-4.043768295,0.027286506,sp|O94972|TRI37_HUMAN,O94972,1.03E-31
TRINITY_DN21619_c0_g2_i1,3,15,4,1,-5.363729682,0.00325768,sp|Q39022|MPK2_ARATH,Q39022,4.91E-34
TRINITY_DN814_c0_g1_i13,5,69,31,1,-7.278147644,8.94E-05,sp|P35684|RL3_ORYSJ,P35684,3.02E-161
TRINITY_DN483_c0_g1_i7,12,139,49,1,-8.250412217,1.71E-05,sp|Q23716|EF2_CRYPV,Q23716,0
TRINITY_DN22470_c0_g1_i4,10,135,85,1,-8.396362762,1.26E-05,sp|Q70FG7|DODA_BETVU,Q70FG7,5.97E-43
TRINITY_DN4139_c0_g1_i2,46,62,117,1,-9.045469509,6.61E-06,sp|Q8BRF7|SCFD1_MOUSE,Q8BRF7,2.75E-100
TRINITY_DN43809_c0_g1_i1,2,4,1,2,-4.174999179,0.02946173,sp|Q8N122|RPTOR_HUMAN,Q8N122,1.40E-40
TRINITY_DN14547_c0_g2_i1,3,4,1,2,-4.567497152,0.021276159,sp|P62343|CDPK1_PLAFK,P62343,9.94E-25
TRINITY_DN37039_c0_g3_i1,1,5,1,2,-3.89190614,0.039950364,sp|O88563|MRP3_RAT,O88563,2.42E-26
TRINITY_DN59283_c0_g1_i1,1,5,1,2,-3.89190614,0.039950364,sp|Q1LXK4|M10B1_DANRE,Q1LXK4,2.08E-28
TRINITY_DN28076_c0_g2_i1,1,5,1,2,-3.89190614,0.039950364,sp|Q9SMH5|DYHC2_CHLRE,Q9SMH5,6.61E-40
TRINITY_DN14584_c0_g3_i1,1,1,2,2,NA,NA,sp|P23098|DYHC_TRIGR,P23098,3.56E-40
TRINITY_DN23152_c0_g1_i1,2,5,3,2,-4.456483624,0.007363336,sp|Q6AYS7|ACY1A_RAT,Q6AYS7,2.05E-22
TRINITY_DN59347_c0_g1_i1,1,4,4,2,-4.168388764,0.011328907,sp|Q01V13|GLPK_SOLUE,Q01V13,5.61E-31
TRINITY_DN36610_c0_g1_i1,1,5,4,2,-4.272883594,0.008580234,sp|Q45VK7|DYHC2_MOUSE,Q45VK7,1.31E-40
TRINITY_DN11135_c0_g1_i5,1,2,5,2,-4.085192625,0.021306161,sp|Q8Q0U0|Y045_METMA,Q8Q0U0,8.67E-23
TRINITY_DN4533_c0_g1_i4,5,24,10,2,-6.197690038,1.67E-04,sp|Q9ULJ7|ANR50_HUMAN,Q9ULJ7,2.35E-61
TRINITY_DN6691_c0_g1_i5,27,178,30,2,-8.714001191,4.91E-06,sp|Q86AS0|Y4399_DICDI,Q86AS0,2.02E-99
TRINITY_DN14031_c0_g1_i3,6,47,51,2,-7.366681472,1.79E-05,sp|Q88PP0|HMP_PSEPK,Q88PP0,1.65E-49
TRINITY_DN483_c0_g1_i1,35,114,67,2,-8.809642441,1.89E-06,sp|Q23716|EF2_CRYPV,Q23716,0
TRINITY_DN33922_c0_g2_i1,2,8,1,3,-4.636725945,0.010148061,sp|O14349|ISN1_SCHPO,O14349,1.23E-22
TRINITY_DN33922_c0_g1_i1,1,24,2,3,-5.36696535,0.004323561,sp|Q6C673|ISN1_YARLI,Q6C673,2.66E-36
TRINITY_DN19194_c0_g1_i1,2,7,3,3,-4.694920829,0.002609701,sp|Q86H13|PDE4_DICDI,Q86H13,1.91E-24
TRINITY_DN58884_c0_g1_i1,2,3,5,3,-4.567010179,0.004348932,sp|Q39575|DYHG_CHLRE,Q39575,1.82E-55
TRINITY_DN33554_c0_g1_i1,1,7,5,3,-4.640571558,0.002117692,sp|O15865|CDPK2_PLAFK,O15865,1.26E-23
TRINITY_DN19203_c0_g1_i1,1,12,6,3,-5.039336107,0.00108524,sp|Q8CGS6|DPOLQ_MOUSE,Q8CGS6,7.13E-26
TRINITY_DN9674_c0_g1_i4,6,22,7,3,-6.197379799,1.34E-04,sp|Q41396|VATE_SPIOL,Q41396,1.30E-30
TRINITY_DN49920_c0_g1_i1,2,3,8,3,-4.840515052,0.002659622,sp|Q5RDH5|AAPK1_PONAB,Q5RDH5,8.01E-33
TRINITY_DN24442_c0_g5_i2,3,31,13,3,-6.254127171,6.87E-05,sp|Q92887|MRP2_HUMAN,Q92887,9.07E-40
TRINITY_DN16549_c0_g1_i6,5,19,15,3,-6.234238569,4.38E-05,sp|O80952|PGPS1_ARATH,O80952,1.64E-26
TRINITY_DN6362_c0_g2_i12,1,13,68,3,-6.906374564,4.07E-04,sp|Q8T3X9|ISCA1_DROME,Q8T3X9,1.53E-31
TRINITY_DN14927_c0_g1_i4,10,21,185,3,-8.438195088,1.36E-05,sp|P00565|KCRM_CHICK,P00565,5.40E-88
TRINITY_DN19968_c0_g1_i1,3,3,1,4,-4.646848653,0.015036757,sp|Q9ULQ1|TPC1_HUMAN,Q9ULQ1,5.39E-54
TRINITY_DN38504_c0_g1_i1,1,8,1,4,-4.434648345,0.013172692,sp|Q7ZXH1|DHCR7_XENLA,Q7ZXH1,8.29E-24
TRINITY_DN28742_c1_g2_i1,4,20,1,4,-5.723769213,0.002109927,sp|G0S8G9|IF2P_CHATD,G0S8G9,5.43E-29
TRINITY_DN25340_c0_g3_i1,1,1,2,4,-3.799915589,0.049199977,sp|Q95ZQ4|AAPK2_CAEEL,Q95ZQ4,4.94E-44
TRINITY_DN36147_c0_g1_i1,3,2,2,4,-4.641590515,0.011898529,sp|Q9VJ79|PDE11_DROME,Q9VJ79,1.55E-26
TRINITY_DN49965_c0_g1_i1,1,3,2,4,-4.035733494,0.015855379,sp|Q8TD57|DYH3_HUMAN,Q8TD57,1.24E-26
TRINITY_DN21471_c0_g2_i1,2,19,2,4,-5.38494909,0.001599186,sp|Q588V7|TEB_ARATH,Q588V7,9.48E-21
TRINITY_DN22112_c0_g4_i1,6,19,3,4,-6.033224003,3.94E-04,sp|Q5B4Z3|SEPH_EMENI,Q5B4Z3,5.23E-40
TRINITY_DN5619_c0_g1_i10,6,39,3,4,-6.499340955,2.49E-04,sp|P40761|YUXK_BACSU,P40761,7.43E-23
TRINITY_DN29922_c0_g1_i1,2,7,4,4,-4.837509229,9.17E-04,sp|P05122|KCRB_CHICK,P05122,1.78E-39
TRINITY_DN19867_c0_g1_i1,1,8,4,4,-4.709391105,0.001496326,sp|A6H8I2|SGSM3_XENLA,A6H8I2,2.26E-22
TRINITY_DN39547_c0_g1_i1,2,11,4,4,-5.09370557,5.60E-04,sp|O01775|NEKL2_CAEEL,O01775,1.96E-38
TRINITY_DN43219_c0_g1_i1,3,20,4,4,-5.670456874,3.15E-04,sp|Q99PV0|PRP8_MOUSE,Q99PV0,4.64E-64
TRINITY_DN32674_c0_g1_i1,1,5,5,4,-4.565889545,0.001961699,sp|Q4FUV9|LEPA_PSYA2,Q4FUV9,1.79E-26
