Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0048646~anatomical structure formation involved in morphogenesis	9	18.367346938775512	0.0032306814133085176	Q9GLE4, Q5DM57, Q9TZC4, P51817, Q63170, Q7ZVC2, Q8L796, P42282, P46873	46	456	8103	3.476687643020595	0.9795457669064679	0.9795457669064679	5.0979414254923805
GOTERM_BP_ALL	GO:0010927~cellular component assembly involved in morphogenesis	6	12.244897959183673	0.003926567466808318	Q5DM57, Q9TZC4, Q63170, Q7ZVC2, P42282, P46873	46	191	8103	5.53357614386524	0.9911649154213068	0.9060048693883924	6.163633411631997
GOTERM_BP_ALL	GO:0009653~anatomical structure morphogenesis	14	28.57142857142857	0.00469616187517392	Q5DM57, Q9C0B0, Q63170, P12370, Q7ZVC2, Q8L796, Q54I71, P42282, P46873, Q9GLE4, Q94KD3, Q9TZC4, Q8IN94, P51817	46	1082	8103	2.2792333038656274	0.9965107994333545	0.8483268715337856	7.329125402588399
GOTERM_BP_ALL	GO:0006928~movement of cell or subcellular component	10	20.408163265306122	0.005944588732664027	Q9GLE4, O95235, Q9D9T8, Q9TZC4, Q9C0B0, P51817, Q63170, P42282, P46873, Q54I71	46	616	8103	2.8596132128740823	0.9992281485288166	0.8333200221508706	9.19093172896992
GOTERM_BP_ALL	GO:0032989~cellular component morphogenesis	9	18.367346938775512	0.015429892602757176	Q5DM57, Q94KD3, Q9TZC4, Q9C0B0, Q63170, Q7ZVC2, P42282, P46873, Q54I71	46	595	8103	2.6644866642309095	0.9999999923709848	0.9762045623776208	22.232515357147122
GOTERM_BP_ALL	GO:0048870~cell motility	7	14.285714285714285	0.015714007210610236	Q9GLE4, Q9D9T8, Q9TZC4, Q9C0B0, P51817, P42282, Q54I71	46	370	8103	3.332608695652174	0.9999999946072742	0.95812372366434	22.594596174193182
GOTERM_BP_ALL	GO:0051674~localization of cell	7	14.285714285714285	0.01610031921792304	Q9GLE4, Q9D9T8, Q9TZC4, Q9C0B0, P51817, P42282, Q54I71	46	372	8103	3.314691444600281	0.9999999966357734	0.9384036420212393	23.08438248908804
GOTERM_BP_ALL	GO:0060562~epithelial tube morphogenesis	5	10.204081632653061	0.016337107758338885	Q9GLE4, Q8IN94, P51817, P12370, P42282	46	177	8103	4.976050110537951	0.9999999974809395	0.9158304851153188	23.38315639351204
GOTERM_BP_ALL	GO:0051239~regulation of multicellular organismal process	10	20.408163265306122	0.018503709094785617	Q9GLE4, Q5E9G1, Q9TZC4, Q5RD00, Q8IN94, P51817, P12370, P42282, P46873, Q16720	46	739	8103	2.3836559392834027	0.9999999998221014	0.9174559364707999	26.066814304939744
GOTERM_BP_ALL	GO:0009791~post-embryonic development	6	12.244897959183673	0.019571891435852685	Q9TZC4, Q8IN94, P12370, Q8L796, P42282, P46873	46	283	8103	3.7346750652942076	0.9999999999519452	0.90706621785848	27.357217969807124
GOTERM_BP_ALL	GO:0035239~tube morphogenesis	5	10.204081632653061	0.021361503938455217	Q9GLE4, Q8IN94, P51817, P12370, P42282	46	192	8103	4.587296195652174	0.9999999999946544	0.9055346291644958	29.471894406951527
GOTERM_BP_ALL	GO:0009886~post-embryonic morphogenesis	4	8.16326530612245	0.021789170118083734	Q8IN94, P12370, Q8L796, P42282	46	108	8103	6.52415458937198	0.999999999996839	0.8899342810897674	29.968620239900034
GOTERM_BP_ALL	GO:0016477~cell migration	6	12.244897959183673	0.026080174288266523	Q9GLE4, Q9D9T8, Q9TZC4, Q9C0B0, P51817, P42282	46	305	8103	3.4652886671418384	0.999999999999984	0.913136358100055	34.77412869750852
GOTERM_BP_ALL	GO:0048569~post-embryonic organ development	4	8.16326530612245	0.026237060775659442	Q8IN94, P12370, Q8L796, P42282	46	116	8103	6.074212893553223	0.9999999999999868	0.8979933908282511	34.94382115025542
GOTERM_BP_ALL	GO:0000902~cell morphogenesis	8	16.3265306122449	0.02748303357464594	Q5DM57, Q94KD3, Q9C0B0, Q63170, Q7ZVC2, P42282, P46873, Q54I71	46	538	8103	2.6193631808631004	0.9999999999999971	0.8928082826301508	36.276866063022375
GOTERM_BP_ALL	GO:0042384~cilium assembly	4	8.16326530612245	0.03579573103815728	Q5DM57, Q63170, Q7ZVC2, P46873	46	131	8103	5.378692333222701	1.0	0.9353304440757263	44.53576372030517
GOTERM_BP_ALL	GO:0045579~positive regulation of B cell differentiation	2	4.081632653061225	0.03824671118280878	Q9GLE4, Q5E9G1	46	7	8103	50.32919254658385	1.0	0.9365396361978404	46.772119699059175
GOTERM_BP_ALL	GO:0045577~regulation of B cell differentiation	2	4.081632653061225	0.03824671118280878	Q9GLE4, Q5E9G1	46	7	8103	50.32919254658385	1.0	0.9365396361978404	46.772119699059175
GOTERM_BP_ALL	GO:0044782~cilium organization	4	8.16326530612245	0.04692033600150292	Q5DM57, Q63170, Q7ZVC2, P46873	46	146	8103	4.826086956521739	1.0	0.9596080743224075	54.0253371445035
GOTERM_BP_ALL	GO:0007476~imaginal disc-derived wing morphogenesis	3	6.122448979591836	0.05030229135293982	Q8IN94, P12370, P42282	46	65	8103	8.13010033444816	1.0	0.9618072438970191	56.59347186254319
GOTERM_BP_ALL	GO:0007472~wing disc morphogenesis	3	6.122448979591836	0.05310139361937092	Q8IN94, P12370, P42282	46	67	8103	7.887410772225826	1.0	0.9623435834071739	58.61657037742116
GOTERM_BP_ALL	GO:0002009~morphogenesis of an epithelium	5	10.204081632653061	0.05338338001324532	Q9GLE4, Q8IN94, P51817, P12370, P42282	46	257	8103	3.427085095584503	1.0	0.9567234820435168	58.815400099411555
GOTERM_BP_ALL	GO:0060271~cilium morphogenesis	4	8.16326530612245	0.054326369880225336	Q5DM57, Q63170, Q7ZVC2, P46873	46	155	8103	4.54586255259467	1.0	0.9527293364588746	59.47381576883649
GOTERM_BP_ALL	GO:0035120~post-embryonic appendage morphogenesis	3	6.122448979591836	0.05740210954738405	Q8IN94, P12370, P42282	46	70	8103	7.549378881987578	1.0	0.9544719912571964	61.553385564680916
GOTERM_BP_ALL	GO:0035114~imaginal disc-derived appendage morphogenesis	3	6.122448979591836	0.05740210954738405	Q8IN94, P12370, P42282	46	70	8103	7.549378881987578	1.0	0.9544719912571964	61.553385564680916
GOTERM_BP_ALL	GO:0009887~organ morphogenesis	6	12.244897959183673	0.05969001237850295	Q9GLE4, Q9TZC4, Q8IN94, P51817, P12370, P42282	46	383	8103	2.7595640821886707	1.0	0.954151509702428	63.03488873279246
GOTERM_BP_ALL	GO:0040011~locomotion	7	14.285714285714285	0.05972176574046073	Q9GLE4, Q9D9T8, Q9TZC4, Q9C0B0, P51817, P42282, Q54I71	46	507	8103	2.4320812966297916	1.0	0.9482194213817561	63.05506822882523
GOTERM_BP_ALL	GO:2000026~regulation of multicellular organismal development	7	14.285714285714285	0.05972176574046073	Q9GLE4, Q5E9G1, Q8IN94, P51817, P12370, P42282, P46873	46	507	8103	2.4320812966297916	1.0	0.9482194213817561	63.05506822882523
GOTERM_BP_ALL	GO:0048737~imaginal disc-derived appendage development	3	6.122448979591836	0.060335125692041656	Q8IN94, P12370, P42282	46	72	8103	7.339673913043478	1.0	0.9436984092923348	63.44284095310475
GOTERM_BP_ALL	GO:0048869~cellular developmental process	14	28.57142857142857	0.06223410996888252	Q5DM57, Q9C0B0, Q63170, P12370, Q7ZVC2, Q54I71, P42282, P46873, Q9GLE4, Q94KD3, Q5E9G1, Q9TZC4, Q8IN94, P51817	46	1509	8103	1.6342812689082895	1.0	0.9427618687784542	64.61932779317188
