A0A023PXK7	TRINITY_DN19072_c0_g3_i2	4
A0A023PXK7	TRINITY_DN8794_c0_g2_i1	2.3
A0A023PYE4	TRINITY_DN24825_c0_g1_i1	4.2
A0A023PYH8	TRINITY_DN40894_c0_g1_i1	2.3
A0A023PYJ0	TRINITY_DN14110_c0_g1_i2	9.5
A0A023PYJ7	TRINITY_DN6907_c0_g3_i2	2.1
A0A023PYJ7	TRINITY_DN6907_c0_g3_i3	2.3
A0A023PYK2	TRINITY_DN15377_c0_g2_i2	0.87
A0A023PZ99	TRINITY_DN25724_c0_g2_i1	2.2
A0A023PZA4	TRINITY_DN11962_c0_g1_i2	0.1
A0A023PZF2	TRINITY_DN2478_c1_g2_i6	3.2
A0A023PZI4	TRINITY_DN336_c1_g2_i2	5.1
A0A023PZJ3	TRINITY_DN1635_c4_g2_i1	0.018
A0A024F910	TRINITY_DN21574_c1_g1_i3	6.2
A0A024F910	TRINITY_DN819_c0_g3_i2	3.4
A0A024F9J0	TRINITY_DN14385_c0_g1_i1	6.9
A0A024F9J0	TRINITY_DN56299_c0_g1_i1	4.3
A0A024SMV2	TRINITY_DN11405_c0_g1_i4	5.4
A0A024SMV2	TRINITY_DN11405_c0_g1_i5	7.1
A0A060A682	TRINITY_DN43305_c0_g1_i1	1.1
A0A067YBQ3	TRINITY_DN38323_c0_g2_i1	0.99
A0A067YBQ3	TRINITY_DN66_c0_g2_i2	4.6
A0A068FIK2	TRINITY_DN34889_c0_g2_i1	9.2
A0A068FIK2	TRINITY_DN36028_c0_g1_i1	1.3
A0A072VMJ3	TRINITY_DN3183_c0_g1_i1	2.7
A0A075B6Q5	TRINITY_DN18925_c0_g1_i2	7.1
A0A075B6Q5	TRINITY_DN56369_c0_g1_i1	2.2
A0A078BQP2	TRINITY_DN9947_c0_g1_i1	0.75
A0A087WSZ0	TRINITY_DN6264_c1_g2_i1	2.8
A0A089FNE5	TRINITY_DN37766_c0_g1_i1	2.7
A0A089FQI6	TRINITY_DN28567_c0_g1_i1	1.2
A0A089FQI6	TRINITY_DN28567_c0_g1_i2	1.8
A0A089FRP6	TRINITY_DN3762_c0_g2_i1	2.8
A0A089FSA4	TRINITY_DN39630_c0_g1_i1	2.4
A0A089FSA4	TRINITY_DN45774_c0_g1_i1	1.1
A0A089QRB9	TRINITY_DN17449_c0_g1_i2	5.6
A0A089QRB9	TRINITY_DN17449_c0_g1_i4	6
A0A089QRB9	TRINITY_DN7215_c0_g1_i1	4.2
A0A096SRM5	TRINITY_DN42020_c0_g1_i1	0.7
A0A096SRM5	TRINITY_DN8880_c0_g1_i1	0.71
