Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0044351~macropinocytosis	49	3.3980582524271843	3.2631223804743093E-15	Q54RY8, Q54ZI6, Q75JD5, Q54P04, Q86AQ7, Q8T295, Q54LN4, Q54YD4, O00909, O96552, Q54I10, P54679, Q54GI9, Q54QU8, P25323, Q869S7, Q54E49, Q550A6, Q54XK2, P52922, Q9GSB0, Q86JM3, Q55BZ4, Q86A77, P28178, Q54DF7, Q55FK4, P34120, Q54JR2, Q54RJ1, Q9TW32, Q54SR7, Q86A88, Q6TU48, Q54NM9, Q55GE2, P34036, Q55CT5, Q54ML1, Q54YZ0, P36415, Q54WR9, Q1ZXD3, Q8I8U2, Q54P13, O96624, Q54DU9, P35084, Q54JE4	1273	96	8103	3.2489444226237234	8.635092640929543E-12	8.635092640929543E-12	5.728750807065808E-12
GOTERM_BP_DIRECT	GO:0007018~microtubule-based movement	34	2.3578363384188625	1.5756483676040882E-6	P82266, O81635, Q9C0G6, Q9FHN8, Q07970, Q39575, Q9DAJ5, P0C6F1, Q9GYZ0, P46872, O35231, Q45VK7, Q15058, Q9NGQ2, Q923J6, P34036, Q0III3, Q9NQT8, Q39610, Q24117, Q6S001, Q9SMH5, Q7ZYL5, Q6ZR08, Q7XPJ0, P46870, P17210, P46864, Q9VB25, Q9H1H9, Q8TD57, Q6P3R1, Q6ZMV9, Q7ZXX2	1273	92	8103	2.352385668909457	0.0042169757328957	0.0021107154262531846	0.0028017818290759777
GOTERM_BP_DIRECT	GO:0019228~neuronal action potential	7	0.48543689320388345	8.981108295903219E-5	Q62976, O70511, Q12955, Q7Z406, G5E8K5, Q9W0Y8, Q99571	1273	7	8103	6.365278868813825	0.21406732205511592	0.07715566874385471	0.15958182610809057
GOTERM_BP_DIRECT	GO:0009408~response to heat	20	1.3869625520110958	1.0557795870463724E-4	Q92887, Q38931, P22953, Q0UP11, P27798, Q8W4M7, Q5NVI9, Q63120, P63036, Q9FFL1, Q08DJ8, P32598, Q04960, Q5XLD3, P52643, P49727, P00565, Q9S7C0, O46043, P48506	1273	50	8103	2.54611154752553	0.24661209220317748	0.06834598197002972	0.1875725631141134
GOTERM_BP_DIRECT	GO:0030435~sporulation resulting in formation of a cellular spore	9	0.624133148404993	2.2137597584009756E-4	Q86GL4, Q23917, O74184, P05987, Q54R82, P45857, P27643, Q10074, Q54JH6	1273	13	8103	4.406731524563417	0.44777300572644185	0.11197840637883572	0.3929205112192524
GOTERM_BP_DIRECT	GO:0035082~axoneme assembly	8	0.5547850208044383	4.2556621982878896E-4	Q9P2K1, Q9D2H2, Q23H79, Q8N0X2, Q8R3P7, Q5TYW6, Q9C0B2, Q8VIG3	1273	11	8103	4.629293722773691	0.6806959624914946	0.17326294842199075	0.7540458764777047
GOTERM_BP_DIRECT	GO:0030587~sorocarp development	8	0.5547850208044383	4.2556621982878896E-4	Q86GL4, Q23917, Q54R82, Q8T6J2, P42525, P52285, Q86H13, P28178	1273	11	8103	4.629293722773691	0.6806959624914946	0.17326294842199075	0.7540458764777047
GOTERM_BP_DIRECT	GO:0031154~culmination involved in sorocarp development	7	0.48543689320388345	8.09401013783722E-4	P05987, Q54KA7, Q54YZ0, Q54P13, Q54JR2, Q54JH6, Q54I71	1273	9	8103	4.950772453521864	0.8860154678447775	0.26673036170670994	1.4295437459596272
GOTERM_BP_DIRECT	GO:0042384~cilium assembly	27	1.872399445214979	8.746407257238216E-4	Q5R573, Q5RBT8, Q5DM57, Q5DU05, Q6NYH1, Q9ULC3, Q8VD72, Q9P2K1, Q96PY6, Q45VK7, O15439, Q8NEZ3, Q9UNH5, Q6GN70, A8WGF4, Q8N0X2, A6N6J5, P51954, Q7ZVC2, Q149C2, Q32KV4, A4III8, Q8R3P7, A4IHR1, B3DH20, Q6VH22, Q641Z6	1273	89	8103	1.9310396568311605	0.904326400428504	0.2542401225158939	1.543924589300838
GOTERM_BP_DIRECT	GO:0000288~nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	9	0.624133148404993	0.0014223918129173542	O13870, Q08BM8, Q9SAI2, Q92359, Q9SKZ2, Q6ZQ08, A0JP85, Q9LEU4, A1A5H6	1273	16	8103	3.5804693637077767	0.9780188613376904	0.345690307049327	2.4993347654607034
GOTERM_BP_DIRECT	GO:0006874~cellular calcium ion homeostasis	14	0.9708737864077669	0.0016453580912846235	Q9U6A0, Q7PPA5, P48765, Q9HD20, P48768, Q49SH1, Q01484, Q16720, D3K0R6, P11505, Q64542, P57103, Q8K596, Q8C8R3	1273	35	8103	2.5461115475255305	0.9879233899090021	0.35702438209887233	2.885730392590302
GOTERM_BP_DIRECT	GO:0048364~root development	7	0.48543689320388345	0.0017549291146828493	Q9XIE6, Q9FFN7, Q9C512, Q9LRZ5, Q8GWE6, Q9LPD9, F4K2E9	1273	10	8103	4.4556952081696775	0.9910029155462332	0.3483577203865801	3.0750845176980013
