A0A068FIK2	TRINITY_DN6827_c0_g1_i1	4.5e-30
A0A087WPF7	TRINITY_DN15151_c0_g1_i1	3.2e-06
A0A0B4K692	TRINITY_DN21876_c0_g1_i1	6.8e-15
A0A0B4K7J2	TRINITY_DN18202_c0_g1_i1	1.8e-18
A0A0B4K7J2	TRINITY_DN5381_c0_g1_i1	1.6e-33
A0A0B4K7J2	TRINITY_DN9745_c0_g1_i1	1.2e-41
A0A0F7YZI5	TRINITY_DN7195_c0_g1_i1	3.7e-20
A0A0F7Z3J2	TRINITY_DN25564_c0_g1_i1	1.2e-23
A0A0G2JV04	TRINITY_DN3691_c0_g1_i1	3.3e-79
A0A0G2K309	TRINITY_DN2713_c0_g1_i2	7.8e-80
A0A0G2K309	TRINITY_DN2713_c0_g1_i3	7.8e-80
A0A0G2KQY6	TRINITY_DN16815_c0_g1_i1	4.1e-12
A0A0P6JG37	TRINITY_DN492_c1_g1_i2	3.3e-97
A0A0R4IES7	TRINITY_DN2110_c1_g1_i1	6.1e-34
A0A0R4IES7	TRINITY_DN2110_c1_g1_i17	8.1e-12
A0A0R4IES7	TRINITY_DN2110_c1_g1_i19	2.4e-21
A0A0R4IES7	TRINITY_DN2110_c1_g1_i23	4.8e-43
A0A0R4IES7	TRINITY_DN2110_c1_g1_i5	1.4e-172
A0A0R4IES7	TRINITY_DN6551_c0_g1_i1	1.4e-18
A0A0R4IES7	TRINITY_DN9839_c0_g1_i2	2.4e-08
A0A0R4IEW8	TRINITY_DN29534_c0_g1_i1	2.0e-16
A0A0R4IF99	TRINITY_DN5706_c0_g1_i5	8.3e-23
A0A0R4IKJ1	TRINITY_DN1831_c2_g1_i1	4.3e-07
A0A0R4IKJ1	TRINITY_DN2228_c0_g1_i1	1.1e-09
A0A126GUP6	TRINITY_DN22938_c0_g1_i1	8.5e-13
A0A142PTM2	TRINITY_DN11911_c0_g1_i1	4.4e-05
A0A173GP47	TRINITY_DN1027_c0_g1_i1	2.6e-08
A0A173GP47	TRINITY_DN1027_c0_g1_i5	2.0e-08
A0A173GP47	TRINITY_DN1027_c0_g1_i6	4.1e-12
A0A173GP47	TRINITY_DN21670_c0_g1_i1	1.1e-10
A0A173GP47	TRINITY_DN4102_c0_g1_i1	2.0e-23
