name	term	lev	seq	value
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN12530_c0_g1_i3	1.16583139762311
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN12530_c0_g1_i1	-0.592176726347592
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN11661_c0_g2_i1	0.804128712967875
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN10853_c0_g1_i1	2.32934934365
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN2044_c0_g1_i1	-0.323918254254447
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN1193_c0_g1_i2	0.562867018851034
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN1193_c0_g1_i2	0.562867018851034
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN1193_c0_g1_i1	2.75668088813007
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN1193_c0_g1_i1	2.75668088813007
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN1193_c0_g1_i3	-4.70998597939483
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN1193_c0_g1_i3	-4.70998597939483
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN15574_c0_g1_i1	1.16583139762311
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN808_c1_g1_i6	0.598054094258391
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN808_c1_g1_i4	-0.650424850424097
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN808_c1_g1_i1	-0.0994901968244445
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN808_c1_g1_i3	6.02356609307826
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN5132_c0_g1_i1	-0.292126888609588
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN23861_c3_g1_i1	-0.866246782788042
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN13962_c0_g1_i1	0.0756922824545461
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN5488_c2_g1_i2	0.429215581044116
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN5488_c2_g1_i1	-3.3980825212639
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN3646_c0_g1_i1	0.48600119134853
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN227_c0_g1_i1	-0.787742690079387
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN227_c0_g1_i2	0.0480916413870075
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN22577_c0_g1_i1	4.73168761109876
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN12670_c0_g1_i3	1.71494286290167
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN659_c0_g1_i2	0.808110340985201
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN659_c0_g1_i1	0.367973095112491
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN688_c0_g1_i1	0.76286711766781
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN4372_c0_g1_i1	0.674315562350757
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN4372_c0_g1_i2	-0.452016315931636
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN4309_c0_g1_i1	0.182960692347579
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN1972_c0_g1_i2	-0.0572204860916736
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN1972_c0_g1_i1	-0.25008411637313
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	4	TRINITY_DN25200_c1_g1_i1	0.14977595027452
